datum,status_sportschool_model,corona_intensity,sportschool_gesloten,max_personen_per_ruimte,groepslessen_verboden
2019-10-21,Open,0,0,,0
2019-10-22,Open,0,0,,0
2019-10-23,Open,0,0,,0
2019-10-24,Open,0,0,,0
2019-10-25,Open,0,0,,0
2019-10-26,Open,0,0,,0
2019-10-27,Open,0,0,,0
2019-10-28,Open,0,0,,0
2019-10-29,Open,0,0,,0
2019-10-30,Open,0,0,,0
2019-10-31,Open,0,0,,0
2019-11-01,Open,0,0,,0
2019-11-02,Open,0,0,,0
2019-11-03,Open,0,0,,0
2019-11-04,Open,0,0,,0
2019-11-05,Open,0,0,,0
2019-11-06,Open,0,0,,0
2019-11-07,Open,0,0,,0
2019-11-08,Open,0,0,,0
2019-11-09,Open,0,0,,0
2019-11-10,Open,0,0,,0
2019-11-11,Open,0,0,,0
2019-11-12,Open,0,0,,0
2019-11-13,Open,0,0,,0
2019-11-14,Open,0,0,,0
2019-11-15,Open,0,0,,0
2019-11-16,Open,0,0,,0
2019-11-17,Open,0,0,,0
2019-11-18,Open,0,0,,0
2019-11-19,Open,0,0,,0
2019-11-20,Open,0,0,,0
2019-11-21,Open,0,0,,0
2019-11-22,Open,0,0,,0
2019-11-23,Open,0,0,,0
2019-11-24,Open,0,0,,0
2019-11-25,Open,0,0,,0
2019-11-26,Open,0,0,,0
2019-11-27,Open,0,0,,0
2019-11-28,Open,0,0,,0
2019-11-29,Open,0,0,,0
2019-11-30,Open,0,0,,0
2019-12-01,Open,0,0,,0
2019-12-02,Open,0,0,,0
2019-12-03,Open,0,0,,0
2019-12-04,Open,0,0,,0
2019-12-05,Open,0,0,,0
2019-12-06,Open,0,0,,0
2019-12-07,Open,0,0,,0
2019-12-08,Open,0,0,,0
2019-12-09,Open,0,0,,0
2019-12-10,Open,0,0,,0
2019-12-11,Open,0,0,,0
2019-12-12,Open,0,0,,0
2019-12-13,Open,0,0,,0
2019-12-14,Open,0,0,,0
2019-12-15,Open,0,0,,0
2019-12-16,Open,0,0,,0
2019-12-17,Open,0,0,,0
2019-12-18,Open,0,0,,0
2019-12-19,Open,0,0,,0
2019-12-20,Open,0,0,,0
2019-12-21,Open,0,0,,0
2019-12-22,Open,0,0,,0
2019-12-23,Open,0,0,,0
2019-12-24,Open,0,0,,0
2019-12-25,Open,0,0,,0
2019-12-26,Open,0,0,,0
2019-12-27,Open,0,0,,0
2019-12-28,Open,0,0,,0
2019-12-29,Open,0,0,,0
2019-12-30,Open,0,0,,0
2019-12-31,Open,0,0,,0
2020-01-01,Open,0,0,,0
2020-01-02,Open,0,0,,0
2020-01-03,Open,0,0,,0
2020-01-04,Open,0,0,,0
2020-01-05,Open,0,0,,0
2020-01-06,Open,0,0,,0
2020-01-07,Open,0,0,,0
2020-01-08,Open,0,0,,0
2020-01-09,Open,0,0,,0
2020-01-10,Open,0,0,,0
2020-01-11,Open,0,0,,0
2020-01-12,Open,0,0,,0
2020-01-13,Open,0,0,,0
2020-01-14,Open,0,0,,0
2020-01-15,Open,0,0,,0
2020-01-16,Open,0,0,,0
2020-01-17,Open,0,0,,0
2020-01-18,Open,0,0,,0
2020-01-19,Open,0,0,,0
2020-01-20,Open,0,0,,0
2020-01-21,Open,0,0,,0
2020-01-22,Open,0,0,,0
2020-01-23,Open,0,0,,0
2020-01-24,Open,0,0,,0
2020-01-25,Open,0,0,,0
2020-01-26,Open,0,0,,0
2020-01-27,Open,0,0,,0
2020-01-28,Open,0,0,,0
2020-01-29,Open,0,0,,0
2020-01-30,Open,0,0,,0
2020-01-31,Open,0,0,,0
2020-02-01,Open,0,0,,0
2020-02-02,Open,0,0,,0
2020-02-03,Open,0,0,,0
2020-02-04,Open,0,0,,0
2020-02-05,Open,0,0,,0
2020-02-06,Open,0,0,,0
2020-02-07,Open,0,0,,0
2020-02-08,Open,0,0,,0
2020-02-09,Open,0,0,,0
2020-02-10,Open,0,0,,0
2020-02-11,Open,0,0,,0
2020-02-12,Open,0,0,,0
2020-02-13,Open,0,0,,0
2020-02-14,Open,0,0,,0
2020-02-15,Open,0,0,,0
2020-02-16,Open,0,0,,0
2020-02-17,Open,0,0,,0
2020-02-18,Open,0,0,,0
2020-02-19,Open,0,0,,0
2020-02-20,Open,0,0,,0
2020-02-21,Open,0,0,,0
2020-02-22,Open,0,0,,0
2020-02-23,Open,0,0,,0
2020-02-24,Open,0,0,,0
2020-02-25,Open,0,0,,0
2020-02-26,Open,0,0,,0
2020-02-27,Open,0,0,,0
2020-02-28,Open,0,0,,0
2020-02-29,Open,0,0,,0
2020-03-01,Open,0,0,,0
2020-03-02,Open,0,0,,0
2020-03-03,Open,0,0,,0
2020-03-04,Open,0,0,,0
2020-03-05,Open,0,0,,0
2020-03-06,Open,0,0,,0
2020-03-07,Open,0,0,,0
2020-03-08,Open,0,0,,0
2020-03-09,Open,0,0,,0
2020-03-10,Open,0,0,,0
2020-03-11,Open,0,0,,0
2020-03-12,Gesloten,3,1,,1
2020-03-13,Gesloten,3,1,,1
2020-03-14,Gesloten,3,1,,1
2020-03-15,Gesloten,3,1,,1
2020-03-16,Gesloten,3,1,,1
2020-03-17,Gesloten,3,1,,1
2020-03-18,Gesloten,3,1,,1
2020-03-19,Gesloten,3,1,,1
2020-03-20,Gesloten,3,1,,1
2020-03-21,Gesloten,3,1,,1
2020-03-22,Gesloten,3,1,,1
2020-03-23,Gesloten,3,1,,1
2020-03-24,Gesloten,3,1,,1
2020-03-25,Gesloten,3,1,,1
2020-03-26,Gesloten,3,1,,1
2020-03-27,Gesloten,3,1,,1
2020-03-28,Gesloten,3,1,,1
2020-03-29,Gesloten,3,1,,1
2020-03-30,Gesloten,3,1,,1
2020-03-31,Gesloten,3,1,,1
2020-04-01,Gesloten,3,1,,1
2020-04-02,Gesloten,3,1,,1
2020-04-03,Gesloten,3,1,,1
2020-04-04,Gesloten,3,1,,1
2020-04-05,Gesloten,3,1,,1
2020-04-06,Gesloten,3,1,,1
2020-04-07,Gesloten,3,1,,1
2020-04-08,Gesloten,3,1,,1
2020-04-09,Gesloten,3,1,,1
2020-04-10,Gesloten,3,1,,1
2020-04-11,Gesloten,3,1,,1
2020-04-12,Gesloten,3,1,,1
2020-04-13,Gesloten,3,1,,1
2020-04-14,Gesloten,3,1,,1
2020-04-15,Gesloten,3,1,,1
2020-04-16,Gesloten,3,1,,1
2020-04-17,Gesloten,3,1,,1
2020-04-18,Gesloten,3,1,,1
2020-04-19,Gesloten,3,1,,1
2020-04-20,Gesloten,3,1,,1
2020-04-21,Gesloten,3,1,,1
2020-04-22,Gesloten,3,1,,1
2020-04-23,Gesloten,3,1,,1
2020-04-24,Gesloten,3,1,,1
2020-04-25,Gesloten,3,1,,1
2020-04-26,Gesloten,3,1,,1
2020-04-27,Gesloten,3,1,,1
2020-04-28,Gesloten,3,1,,1
2020-04-29,Gesloten,3,1,,1
2020-04-30,Gesloten,3,1,,1
2020-05-01,Gesloten,3,1,,1
2020-05-02,Gesloten,3,1,,1
2020-05-03,Gesloten,3,1,,1
2020-05-04,Gesloten,3,1,,1
2020-05-05,Gesloten,3,1,,1
2020-05-06,Gesloten,3,1,,1
2020-05-07,Gesloten,3,1,,1
2020-05-08,Gesloten,3,1,,1
2020-05-09,Gesloten,3,1,,1
2020-05-10,Gesloten,3,1,,1
2020-05-11,Gesloten,3,1,,1
2020-05-12,Gesloten,3,1,,1
2020-05-13,Gesloten,3,1,,1
2020-05-14,Gesloten,3,1,,1
2020-05-15,Gesloten,3,1,,1
2020-05-16,Gesloten,3,1,,1
2020-05-17,Gesloten,3,1,,1
2020-05-18,Gesloten,3,1,,1
2020-05-19,Gesloten,3,1,,1
2020-05-20,Gesloten,3,1,,1
2020-05-21,Gesloten,3,1,,1
2020-05-22,Gesloten,3,1,,1
2020-05-23,Gesloten,3,1,,1
2020-05-24,Gesloten,3,1,,1
2020-05-25,Gesloten,3,1,,1
2020-05-26,Gesloten,3,1,,1
2020-05-27,Gesloten,3,1,,1
2020-05-28,Gesloten,3,1,,1
2020-05-29,Gesloten,3,1,,1
2020-05-30,Gesloten,3,1,,1
2020-05-31,Gesloten,3,1,,1
2020-06-01,Gesloten,3,1,,1
2020-06-02,Gesloten,3,1,,1
2020-06-03,Gesloten,3,1,,1
2020-06-04,Gesloten,3,1,,1
2020-06-05,Gesloten,3,1,,1
2020-06-06,Gesloten,3,1,,1
2020-06-07,Gesloten,3,1,,1
2020-06-08,Gesloten,3,1,,1
2020-06-09,Gesloten,3,1,,1
2020-06-10,Gesloten,3,1,,1
2020-06-11,Gesloten,3,1,,1
2020-06-12,Gesloten,3,1,,1
2020-06-13,Gesloten,3,1,,1
2020-06-14,Gesloten,3,1,,1
2020-06-15,Gesloten,3,1,,1
2020-06-16,Gesloten,3,1,,1
2020-06-17,Gesloten,3,1,,1
2020-06-18,Gesloten,3,1,,1
2020-06-19,Gesloten,3,1,,1
2020-06-20,Gesloten,3,1,,1
2020-06-21,Gesloten,3,1,,1
2020-06-22,Gesloten,3,1,,1
2020-06-23,Gesloten,3,1,,1
2020-06-24,Gesloten,3,1,,1
2020-06-25,Gesloten,3,1,,1
2020-06-26,Gesloten,3,1,,1
2020-06-27,Gesloten,3,1,,1
2020-06-28,Gesloten,3,1,,1
2020-06-29,Gesloten,3,1,,1
2020-06-30,Gesloten,3,1,,1
2020-07-01,Beperkt,1,0,,0
2020-07-02,Beperkt,1,0,,0
2020-07-03,Beperkt,1,0,,0
2020-07-04,Beperkt,1,0,,0
2020-07-05,Beperkt,1,0,,0
2020-07-06,Beperkt,1,0,,0
2020-07-07,Beperkt,1,0,,0
2020-07-08,Beperkt,1,0,,0
2020-07-09,Beperkt,1,0,,0
2020-07-10,Beperkt,1,0,,0
2020-07-11,Beperkt,1,0,,0
2020-07-12,Beperkt,1,0,,0
2020-07-13,Beperkt,1,0,,0
2020-07-14,Beperkt,1,0,,0
2020-07-15,Beperkt,1,0,,0
2020-07-16,Beperkt,1,0,,0
2020-07-17,Beperkt,1,0,,0
2020-07-18,Beperkt,1,0,,0
2020-07-19,Beperkt,1,0,,0
2020-07-20,Beperkt,1,0,,0
2020-07-21,Beperkt,1,0,,0
2020-07-22,Beperkt,1,0,,0
2020-07-23,Beperkt,1,0,,0
2020-07-24,Beperkt,1,0,,0
2020-07-25,Beperkt,1,0,,0
2020-07-26,Beperkt,1,0,,0
2020-07-27,Beperkt,1,0,,0
2020-07-28,Beperkt,1,0,,0
2020-07-29,Beperkt,1,0,,0
2020-07-30,Beperkt,1,0,,0
2020-07-31,Beperkt,1,0,,0
2020-08-01,Beperkt,1,0,,0
2020-08-02,Beperkt,1,0,,0
2020-08-03,Beperkt,1,0,,0
2020-08-04,Beperkt,1,0,,0
2020-08-05,Beperkt,1,0,,0
2020-08-06,Beperkt,1,0,,0
2020-08-07,Beperkt,1,0,,0
2020-08-08,Beperkt,1,0,,0
2020-08-09,Beperkt,1,0,,0
2020-08-10,Beperkt,1,0,,0
2020-08-11,Beperkt,1,0,,0
2020-08-12,Beperkt,1,0,,0
2020-08-13,Beperkt,1,0,,0
2020-08-14,Beperkt,1,0,,0
2020-08-15,Beperkt,1,0,,0
2020-08-16,Beperkt,1,0,,0
2020-08-17,Beperkt,1,0,,0
2020-08-18,Beperkt,1,0,,0
2020-08-19,Beperkt,1,0,,0
2020-08-20,Beperkt,1,0,,0
2020-08-21,Beperkt,1,0,,0
2020-08-22,Beperkt,1,0,,0
2020-08-23,Beperkt,1,0,,0
2020-08-24,Beperkt,1,0,,0
2020-08-25,Beperkt,1,0,,0
2020-08-26,Beperkt,1,0,,0
2020-08-27,Beperkt,1,0,,0
2020-08-28,Beperkt,1,0,,0
2020-08-29,Beperkt,1,0,,0
2020-08-30,Beperkt,1,0,,0
2020-08-31,Beperkt,1,0,,0
2020-09-01,Beperkt,1,0,,0
2020-09-02,Beperkt,1,0,,0
2020-09-03,Beperkt,1,0,,0
2020-09-04,Beperkt,1,0,,0
2020-09-05,Beperkt,1,0,,0
2020-09-06,Beperkt,1,0,,0
2020-09-07,Beperkt,1,0,,0
2020-09-08,Beperkt,1,0,,0
2020-09-09,Beperkt,1,0,,0
2020-09-10,Beperkt,1,0,,0
2020-09-11,Beperkt,1,0,,0
2020-09-12,Beperkt,1,0,,0
2020-09-13,Beperkt,1,0,,0
2020-09-14,Beperkt,1,0,,0
2020-09-15,Beperkt,1,0,,0
2020-09-16,Beperkt,1,0,,0
2020-09-17,Beperkt,1,0,,0
2020-09-18,Beperkt,1,0,,0
2020-09-19,Beperkt,1,0,,0
2020-09-20,Beperkt,1,0,,0
2020-09-21,Beperkt,1,0,,0
2020-09-22,Beperkt,1,0,,0
2020-09-23,Beperkt,1,0,,0
2020-09-24,Beperkt,1,0,,0
2020-09-25,Beperkt,1,0,,0
2020-09-26,Beperkt,1,0,,0
2020-09-27,Beperkt,1,0,,0
2020-09-28,Beperkt,1,0,,0
2020-09-29,Beperkt,1,0,,0
2020-09-30,Beperkt,1,0,,0
2020-10-01,Beperkt,1,0,,0
2020-10-02,Beperkt,1,0,,0
2020-10-03,Beperkt,1,0,,0
2020-10-04,Beperkt,1,0,,0
2020-10-05,Beperkt,1,0,,0
2020-10-06,Beperkt,1,0,,0
2020-10-07,Beperkt,1,0,,0
2020-10-08,Beperkt,1,0,,0
2020-10-09,Beperkt,1,0,,0
2020-10-10,Beperkt,1,0,,0
2020-10-11,Beperkt,1,0,,0
2020-10-12,Beperkt,1,0,,0
2020-10-13,Beperkt,1,0,,0
2020-10-14,"Zeer beperkt, max. 4 personen",2,0,4.0,1
2020-10-15,"Zeer beperkt, max. 4 personen",2,0,4.0,1
2020-10-16,"Zeer beperkt, max. 4 personen",2,0,4.0,1
2020-10-17,"Zeer beperkt, max. 4 personen",2,0,4.0,1
2020-10-18,"Zeer beperkt, max. 4 personen",2,0,4.0,1
2020-10-19,"Zeer beperkt, max. 4 personen",2,0,4.0,1
2020-10-20,"Zeer beperkt, max. 4 personen",2,0,4.0,1
2020-10-21,"Zeer beperkt, max. 4 personen",2,0,4.0,1
2020-10-22,"Zeer beperkt, max. 4 personen",2,0,4.0,1
2020-10-23,"Zeer beperkt, max. 4 personen",2,0,4.0,1
2020-10-24,"Zeer beperkt, max. 4 personen",2,0,4.0,1
2020-10-25,"Zeer beperkt, max. 4 personen",2,0,4.0,1
2020-10-26,"Zeer beperkt, max. 4 personen",2,0,4.0,1
2020-10-27,"Zeer beperkt, max. 4 personen",2,0,4.0,1
2020-10-28,"Zeer beperkt, max. 4 personen",2,0,4.0,1
2020-10-29,"Zeer beperkt, max. 4 personen",2,0,4.0,1
2020-10-30,"Zeer beperkt, max. 4 personen",2,0,4.0,1
2020-10-31,"Zeer beperkt, max. 4 personen",2,0,4.0,1
2020-11-01,"Zeer beperkt, max. 4 personen",2,0,4.0,1
2020-11-02,"Zeer beperkt, max. 4 personen",2,0,4.0,1
2020-11-03,"Zeer beperkt, max. 4 personen",2,0,4.0,1
2020-11-04,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-05,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-06,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-07,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-08,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-09,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-10,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-11,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-12,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-13,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-14,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-15,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-16,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-17,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-18,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-19,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-20,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-21,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-22,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-23,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-24,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-25,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-26,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-27,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-28,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-29,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-11-30,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-12-01,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-12-02,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-12-03,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-12-04,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-12-05,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-12-06,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-12-07,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-12-08,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-12-09,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-12-10,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-12-11,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-12-12,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-12-13,"Zeer beperkt, max. 2 personen",2,0,2.0,1
2020-12-14,Gesloten,3,1,0.0,1
2020-12-15,Gesloten,3,1,0.0,1
2020-12-16,Gesloten,3,1,0.0,1
2020-12-17,Gesloten,3,1,0.0,1
2020-12-18,Gesloten,3,1,0.0,1
2020-12-19,Gesloten,3,1,0.0,1
2020-12-20,Gesloten,3,1,0.0,1
2020-12-21,Gesloten,3,1,0.0,1
2020-12-22,Gesloten,3,1,0.0,1
2020-12-23,Gesloten,3,1,0.0,1
2020-12-24,Gesloten,3,1,0.0,1
2020-12-25,Gesloten,3,1,0.0,1
2020-12-26,Gesloten,3,1,0.0,1
2020-12-27,Gesloten,3,1,0.0,1
2020-12-28,Gesloten,3,1,0.0,1
2020-12-29,Gesloten,3,1,0.0,1
2020-12-30,Gesloten,3,1,0.0,1
2020-12-31,Gesloten,3,1,0.0,1
2021-01-01,Gesloten,3,1,0.0,1
2021-01-02,Gesloten,3,1,0.0,1
2021-01-03,Gesloten,3,1,0.0,1
2021-01-04,Gesloten,3,1,0.0,1
2021-01-05,Gesloten,3,1,0.0,1
2021-01-06,Gesloten,3,1,0.0,1
2021-01-07,Gesloten,3,1,0.0,1
2021-01-08,Gesloten,3,1,0.0,1
2021-01-09,Gesloten,3,1,0.0,1
2021-01-10,Gesloten,3,1,0.0,1
2021-01-11,Gesloten,3,1,0.0,1
2021-01-12,Gesloten,3,1,0.0,1
2021-01-13,Gesloten,3,1,0.0,1
2021-01-14,Gesloten,3,1,0.0,1
2021-01-15,Gesloten,3,1,0.0,1
2021-01-16,Gesloten,3,1,0.0,1
2021-01-17,Gesloten,3,1,0.0,1
2021-01-18,Gesloten,3,1,0.0,1
2021-01-19,Gesloten,3,1,0.0,1
2021-01-20,Gesloten,3,1,0.0,1
2021-01-21,Gesloten,3,1,0.0,1
2021-01-22,Gesloten,3,1,0.0,1
2021-01-23,Gesloten,3,1,0.0,1
2021-01-24,Gesloten,3,1,0.0,1
2021-01-25,Gesloten,3,1,0.0,1
2021-01-26,Gesloten,3,1,0.0,1
2021-01-27,Gesloten,3,1,0.0,1
2021-01-28,Gesloten,3,1,0.0,1
2021-01-29,Gesloten,3,1,0.0,1
2021-01-30,Gesloten,3,1,0.0,1
2021-01-31,Gesloten,3,1,0.0,1
2021-02-01,Gesloten,3,1,0.0,1
2021-02-02,Gesloten,3,1,0.0,1
2021-02-03,Gesloten,3,1,0.0,1
2021-02-04,Gesloten,3,1,0.0,1
2021-02-05,Gesloten,3,1,0.0,1
2021-02-06,Gesloten,3,1,0.0,1
2021-02-07,Gesloten,3,1,0.0,1
2021-02-08,Gesloten,3,1,0.0,1
2021-02-09,Gesloten,3,1,0.0,1
2021-02-10,Gesloten,3,1,0.0,1
2021-02-11,Gesloten,3,1,0.0,1
2021-02-12,Gesloten,3,1,0.0,1
2021-02-13,Gesloten,3,1,0.0,1
2021-02-14,Gesloten,3,1,0.0,1
2021-02-15,Gesloten,3,1,0.0,1
2021-02-16,Gesloten,3,1,0.0,1
2021-02-17,Gesloten,3,1,0.0,1
2021-02-18,Gesloten,3,1,0.0,1
2021-02-19,Gesloten,3,1,0.0,1
2021-02-20,Gesloten,3,1,0.0,1
2021-02-21,Gesloten,3,1,0.0,1
2021-02-22,Gesloten,3,1,0.0,1
2021-02-23,Gesloten,3,1,0.0,1
2021-02-24,Gesloten,3,1,0.0,1
2021-02-25,Gesloten,3,1,0.0,1
2021-02-26,Gesloten,3,1,0.0,1
2021-02-27,Gesloten,3,1,0.0,1
2021-02-28,Gesloten,3,1,0.0,1
2021-03-01,Gesloten,3,1,0.0,1
2021-03-02,Gesloten,3,1,0.0,1
2021-03-03,Gesloten,3,1,0.0,1
2021-03-04,Gesloten,3,1,0.0,1
2021-03-05,Gesloten,3,1,0.0,1
2021-03-06,Gesloten,3,1,0.0,1
2021-03-07,Gesloten,3,1,0.0,1
2021-03-08,Gesloten,3,1,0.0,1
2021-03-09,Gesloten,3,1,0.0,1
2021-03-10,Gesloten,3,1,0.0,1
2021-03-11,Gesloten,3,1,0.0,1
2021-03-12,Gesloten,3,1,0.0,1
2021-03-13,Gesloten,3,1,0.0,1
2021-03-14,Gesloten,3,1,0.0,1
2021-03-15,Gesloten,3,1,0.0,1
2021-03-16,Gesloten,3,1,0.0,1
2021-03-17,Gesloten,3,1,0.0,1
2021-03-18,Gesloten,3,1,0.0,1
2021-03-19,Gesloten,3,1,0.0,1
2021-03-20,Gesloten,3,1,0.0,1
2021-03-21,Gesloten,3,1,0.0,1
2021-03-22,Gesloten,3,1,0.0,1
2021-03-23,Gesloten,3,1,0.0,1
2021-03-24,Gesloten,3,1,0.0,1
2021-03-25,Gesloten,3,1,0.0,1
2021-03-26,Gesloten,3,1,0.0,1
2021-03-27,Gesloten,3,1,0.0,1
2021-03-28,Gesloten,3,1,0.0,1
2021-03-29,Gesloten,3,1,0.0,1
2021-03-30,Gesloten,3,1,0.0,1
2021-03-31,Gesloten,3,1,0.0,1
2021-04-01,Gesloten,3,1,0.0,1
2021-04-02,Gesloten,3,1,0.0,1
2021-04-03,Gesloten,3,1,0.0,1
2021-04-04,Gesloten,3,1,0.0,1
2021-04-05,Gesloten,3,1,0.0,1
2021-04-06,Gesloten,3,1,0.0,1
2021-04-07,Gesloten,3,1,0.0,1
2021-04-08,Gesloten,3,1,0.0,1
2021-04-09,Gesloten,3,1,0.0,1
2021-04-10,Gesloten,3,1,0.0,1
2021-04-11,Gesloten,3,1,0.0,1
2021-04-12,Gesloten,3,1,0.0,1
2021-04-13,Gesloten,3,1,0.0,1
2021-04-14,Gesloten,3,1,0.0,1
2021-04-15,Gesloten,3,1,0.0,1
2021-04-16,Gesloten,3,1,0.0,1
2021-04-17,Gesloten,3,1,0.0,1
2021-04-18,Gesloten,3,1,0.0,1
2021-04-19,Gesloten,3,1,0.0,1
2021-04-20,Gesloten,3,1,0.0,1
2021-04-21,Gesloten,3,1,0.0,1
2021-04-22,Gesloten,3,1,0.0,1
2021-04-23,Gesloten,3,1,0.0,1
2021-04-24,Gesloten,3,1,0.0,1
2021-04-25,Gesloten,3,1,0.0,1
2021-04-26,Gesloten,3,1,0.0,1
2021-04-27,Gesloten,3,1,0.0,1
2021-04-28,Gesloten,3,1,0.0,1
2021-04-29,Gesloten,3,1,0.0,1
2021-04-30,Gesloten,3,1,0.0,1
2021-05-01,Gesloten,3,1,0.0,1
2021-05-02,Gesloten,3,1,0.0,1
2021-05-03,Gesloten,3,1,0.0,1
2021-05-04,Gesloten,3,1,0.0,1
2021-05-05,Gesloten,3,1,0.0,1
2021-05-06,Gesloten,3,1,0.0,1
2021-05-07,Gesloten,3,1,0.0,1
2021-05-08,Gesloten,3,1,0.0,1
2021-05-09,Gesloten,3,1,0.0,1
2021-05-10,Gesloten,3,1,0.0,1
2021-05-11,Gesloten,3,1,0.0,1
2021-05-12,Gesloten,3,1,0.0,1
2021-05-13,Gesloten,3,1,0.0,1
2021-05-14,Gesloten,3,1,0.0,1
2021-05-15,Gesloten,3,1,0.0,1
2021-05-16,Gesloten,3,1,0.0,1
2021-05-17,Gesloten,3,1,0.0,1
2021-05-18,Gesloten,3,1,0.0,1
2021-05-19,Beperkt,1,0,30.0,1
2021-05-20,Beperkt,1,0,30.0,1
2021-05-21,Beperkt,1,0,30.0,1
2021-05-22,Beperkt,1,0,30.0,1
2021-05-23,Beperkt,1,0,30.0,1
2021-05-24,Beperkt,1,0,30.0,1
2021-05-25,Beperkt,1,0,30.0,1
2021-05-26,Beperkt,1,0,30.0,1
2021-05-27,Beperkt,1,0,30.0,1
2021-05-28,Beperkt,1,0,30.0,1
2021-05-29,Beperkt,1,0,30.0,1
2021-05-30,Beperkt,1,0,30.0,1
2021-05-31,Beperkt,1,0,30.0,1
2021-06-01,Beperkt,1,0,30.0,1
2021-06-02,Beperkt,1,0,30.0,1
2021-06-03,Beperkt,1,0,30.0,1
2021-06-04,Beperkt,1,0,30.0,1
2021-06-05,Beperkt,1,0,,0
2021-06-06,Beperkt,1,0,,0
2021-06-07,Beperkt,1,0,,0
2021-06-08,Beperkt,1,0,,0
2021-06-09,Beperkt,1,0,,0
2021-06-10,Beperkt,1,0,,0
2021-06-11,Beperkt,1,0,,0
2021-06-12,Beperkt,1,0,,0
2021-06-13,Beperkt,1,0,,0
2021-06-14,Beperkt,1,0,,0
2021-06-15,Beperkt,1,0,,0
2021-06-16,Beperkt,1,0,,0
2021-06-17,Beperkt,1,0,,0
2021-06-18,Beperkt,1,0,,0
2021-06-19,Beperkt,1,0,,0
2021-06-20,Beperkt,1,0,,0
2021-06-21,Beperkt,1,0,,0
2021-06-22,Beperkt,1,0,,0
2021-06-23,Beperkt,1,0,,0
2021-06-24,Beperkt,1,0,,0
2021-06-25,Beperkt,1,0,,0
2021-06-26,Beperkt,1,0,,0
2021-06-27,Beperkt,1,0,,0
2021-06-28,Beperkt,1,0,,0
2021-06-29,Beperkt,1,0,,0
2021-06-30,Beperkt,1,0,,0
2021-07-01,Beperkt,1,0,,0
2021-07-02,Beperkt,1,0,,0
2021-07-03,Beperkt,1,0,,0
2021-07-04,Beperkt,1,0,,0
2021-07-05,Beperkt,1,0,,0
2021-07-06,Beperkt,1,0,,0
2021-07-07,Beperkt,1,0,,0
2021-07-08,Beperkt,1,0,,0
2021-07-09,Beperkt,1,0,,0
2021-07-10,Beperkt,1,0,,0
2021-07-11,Beperkt,1,0,,0
2021-07-12,Beperkt,1,0,,0
2021-07-13,Beperkt,1,0,,0
2021-07-14,Beperkt,1,0,,0
2021-07-15,Beperkt,1,0,,0
2021-07-16,Beperkt,1,0,,0
2021-07-17,Beperkt,1,0,,0
2021-07-18,Beperkt,1,0,,0
2021-07-19,Beperkt,1,0,,0
2021-07-20,Beperkt,1,0,,0
2021-07-21,Beperkt,1,0,,0
2021-07-22,Beperkt,1,0,,0
2021-07-23,Beperkt,1,0,,0
2021-07-24,Beperkt,1,0,,0
2021-07-25,Beperkt,1,0,,0
2021-07-26,Beperkt,1,0,,0
2021-07-27,Beperkt,1,0,,0
2021-07-28,Beperkt,1,0,,0
